timestamp_us,adc_raw,voltage_V,field_mT
5432525,1867,1.505,6.360
5442525,1885,1.519,5.835
5452525,1840,1.483,7.149
5462525,1887,1.521,5.776
5472525,1861,1.500,6.536
5482525,1861,1.500,6.536
5492525,1857,1.496,6.652
5502525,1856,1.496,6.682
5512525,1870,1.507,6.273
5522525,1920,1.547,4.812
5532525,1897,1.529,5.484
5542525,1877,1.513,6.068
5552525,1882,1.517,5.922
5562525,1866,1.504,6.390
5572525,1850,1.491,6.857
5582525,1894,1.526,5.572
5592525,1869,1.506,6.302
5602525,1861,1.500,6.536
5612525,1856,1.496,6.682
5622525,1867,1.505,6.360
5632525,1856,1.496,6.682
5642525,1824,1.470,7.616
5652525,1863,1.501,6.477
5662525,1904,1.534,5.279
5672525,1863,1.501,6.477
5682525,1872,1.509,6.214
5692525,1868,1.505,6.331
5702525,1860,1.499,6.565
5712525,1857,1.496,6.652
5722525,1871,1.508,6.243
5732525,1860,1.499,6.565
5742525,1881,1.516,5.951
5752525,1861,1.500,6.536
5762525,1880,1.515,5.981
5772525,2079,1.675,0.167
5782525,1855,1.495,6.711
5792525,1842,1.484,7.091
5802525,1875,1.511,6.127
5812525,1853,1.493,6.769
5822525,1855,1.495,6.711
5832525,1877,1.513,6.068
5842525,1863,1.501,6.477
5852525,1858,1.497,6.623
5862525,1867,1.505,6.360
5872525,1863,1.501,6.477
5882525,1946,1.568,4.053
5892525,1882,1.517,5.922
5902525,1872,1.509,6.214
5912525,1876,1.512,6.097
5922525,1872,1.509,6.214
5932525,1865,1.503,6.419
5942525,1838,1.481,7.208
5952525,1833,1.477,7.354
5962525,1899,1.530,5.426
5972525,1865,1.503,6.419
5982525,1975,1.592,3.205
5992525,1901,1.532,5.367
6002525,1872,1.509,6.214
6012525,1882,1.517,5.922
6022525,1863,1.501,6.477
6032525,1847,1.488,6.945
6042525,1883,1.517,5.893
6052525,1866,1.504,6.390
6062525,1892,1.525,5.630
6072525,1847,1.488,6.945
6082525,1884,1.518,5.864
6092525,1813,1.461,7.938
6102525,1867,1.505,6.360
6112525,1866,1.504,6.390
6122525,1872,1.509,6.214
6132525,1850,1.491,6.857
6142525,1865,1.503,6.419
6152525,1872,1.509,6.214
6162525,1983,1.598,2.972
6172525,1683,1.356,11.735
6182525,1868,1.505,6.331
6192525,1866,1.504,6.390
6202525,1865,1.503,6.419
6212525,1867,1.505,6.360
6222525,1831,1.476,7.412
6232525,1821,1.467,7.704
6242525,1877,1.513,6.068
6252525,1877,1.513,6.068
6262525,1913,1.542,5.017
6272525,1859,1.498,6.594
6282525,1865,1.503,6.419
6292525,1876,1.512,6.097
6302525,1902,1.533,5.338
6312525,1861,1.500,6.536
6322525,1841,1.484,7.120
6332525,1872,1.509,6.214
6342525,1879,1.514,6.010
6352525,1885,1.519,5.835
6362525,1863,1.501,6.477
6372525,1865,1.503,6.419
6382525,1863,1.501,6.477
6392525,1868,1.505,6.331
6402525,1867,1.505,6.360
6412525,1855,1.495,6.711
6644701,1866,1.504,6.390
6654525,1889,1.522,5.718
6664525,1877,1.513,6.068
6674525,1857,1.496,6.652
6684525,1842,1.484,7.091
6694525,1883,1.517,5.893
6704525,1849,1.490,6.886
6714525,1847,1.488,6.945
6724525,1872,1.509,6.214
6734525,1867,1.505,6.360
6744525,1843,1.485,7.061
6754525,1937,1.561,4.315
6764525,1924,1.550,4.695
6774525,1877,1.513,6.068
6784525,1872,1.509,6.214
6794525,1866,1.504,6.390
6804525,1869,1.506,6.302
6814525,1861,1.500,6.536
6824525,1884,1.518,5.864
6834525,1871,1.508,6.243
6844525,1861,1.500,6.536
6854525,1845,1.487,7.003
6864525,1723,1.388,10.567
6874525,1855,1.495,6.711
6884525,1857,1.496,6.652
6894525,1857,1.496,6.652
6904525,1840,1.483,7.149
6914525,1859,1.498,6.594
6924525,1840,1.483,7.149
6934525,1872,1.509,6.214
6944525,1867,1.505,6.360
6954525,1860,1.499,6.565
6964525,1872,1.509,6.214
6974525,1863,1.501,6.477
6984525,1885,1.519,5.835
6994525,1837,1.480,7.237
7004525,1844,1.486,7.032
7014525,1808,1.457,8.084
7024525,1849,1.490,6.886
7034525,1865,1.503,6.419
7044525,1872,1.509,6.214
7054525,1823,1.469,7.646
7064525,1862,1.501,6.506
7074525,1856,1.496,6.682
7084525,1854,1.494,6.740
7094525,1814,1.462,7.909
7104525,1812,1.460,7.967
7114525,1866,1.504,6.390
7124525,1851,1.492,6.828
7134525,1872,1.509,6.214
7144525,1840,1.483,7.149
7154525,1869,1.506,6.302
7164525,1856,1.496,6.682
7174525,1873,1.509,6.185
7184525,1884,1.518,5.864
7194525,1866,1.504,6.390
7204525,1899,1.530,5.426
7214525,1868,1.505,6.331
7224525,1879,1.514,6.010
7234525,1904,1.534,5.279
7244525,1871,1.508,6.243
7254525,1862,1.501,6.506
7264525,1872,1.509,6.214
7274525,1878,1.513,6.039
7284525,1863,1.501,6.477
7294525,1893,1.525,5.601
7304525,1853,1.493,6.769
7314525,1851,1.492,6.828
7324525,1870,1.507,6.273
7334525,1881,1.516,5.951
7344525,1919,1.546,4.841
7354525,1873,1.509,6.185
7364525,1854,1.494,6.740
7374525,1870,1.507,6.273
7384525,1822,1.468,7.675
7394525,1889,1.522,5.718
7404525,1953,1.574,3.848
7414525,1872,1.509,6.214
7424525,1866,1.504,6.390
7434525,1841,1.484,7.120
7444525,1959,1.579,3.673
7454525,1881,1.516,5.951
7464525,1889,1.522,5.718
7474525,1869,1.506,6.302
7484525,1881,1.516,5.951
7494525,1877,1.513,6.068
7504525,1861,1.500,6.536
7514525,1872,1.509,6.214
7524525,1873,1.509,6.185
7534525,1938,1.562,4.286
7544525,1883,1.517,5.893
7554525,1809,1.458,8.055
7564525,1858,1.497,6.623
7574525,1919,1.546,4.841
7584525,1898,1.530,5.455
7594525,1872,1.509,6.214
7604525,1865,1.503,6.419
7614525,1873,1.509,6.185
7624525,1859,1.498,6.594
7634525,1804,1.454,8.201
7866716,1863,1.501,6.477
7876525,1868,1.505,6.331
7886525,1856,1.496,6.682
7896525,1856,1.496,6.682
7906525,1879,1.514,6.010
7916525,1845,1.487,7.003
7926525,1706,1.375,11.064
7936525,1866,1.504,6.390
7946525,1875,1.511,6.127
7956525,1848,1.489,6.915
7966525,1842,1.484,7.091
7976525,1846,1.488,6.974
7986525,1863,1.501,6.477
7996525,1887,1.521,5.776
8006525,1856,1.496,6.682
8016525,1859,1.498,6.594
8026525,1898,1.530,5.455
8036525,1869,1.506,6.302
8046525,1853,1.493,6.769
8056525,1845,1.487,7.003
8066525,1880,1.515,5.981
8076525,1881,1.516,5.951
8086525,1859,1.498,6.594
8096525,1872,1.509,6.214
8106525,1853,1.493,6.769
8116525,1840,1.483,7.149
8126525,1853,1.493,6.769
8136525,1859,1.498,6.594
8146525,1898,1.530,5.455
8156525,1863,1.501,6.477
8166525,1885,1.519,5.835
8176525,1808,1.457,8.084
8186525,1873,1.509,6.185
8196525,1861,1.500,6.536
8206525,1872,1.509,6.214
8216525,1930,1.555,4.520
8226525,1847,1.488,6.945
8236525,1883,1.517,5.893
8246525,1863,1.501,6.477
8256525,1849,1.490,6.886
8266525,1914,1.542,4.987
8276525,1874,1.510,6.156
8286525,1855,1.495,6.711
8296525,1854,1.494,6.740
8306525,1872,1.509,6.214
8316525,1859,1.498,6.594
8326525,1867,1.505,6.360
8336525,1849,1.490,6.886
8346525,1856,1.496,6.682
8356525,1871,1.508,6.243
8366525,1854,1.494,6.740
8376525,1845,1.487,7.003
8386525,1873,1.509,6.185
8396525,1872,1.509,6.214
8406525,1866,1.504,6.390
8416525,1904,1.534,5.279
8426525,1843,1.485,7.061
8436525,1864,1.502,6.448
8446525,1874,1.510,6.156
8456525,1869,1.506,6.302
8466525,1878,1.513,6.039
8476525,1862,1.501,6.506
8486525,1866,1.504,6.390
8496525,1840,1.483,7.149
8506525,1885,1.519,5.835
8516525,1870,1.507,6.273
8526525,1874,1.510,6.156
8536525,1856,1.496,6.682
8546525,1910,1.539,5.104
8556525,1863,1.501,6.477
8566525,1872,1.509,6.214
8576525,1859,1.498,6.594
8586525,1920,1.547,4.812
8596525,1883,1.517,5.893
8606525,1808,1.457,8.084
8616525,1872,1.509,6.214
8626525,1879,1.514,6.010
8636525,1881,1.516,5.951
8646525,1856,1.496,6.682
8656525,1872,1.509,6.214
